Category,Observed,Expected
research_data,4.864996351252737,1.0242153778623162
preprint,4.864996351252737,38.77386787621626
working_paper,554.609584042812,107.68893115809496
conference_item,150.81488688883485,263.2233521106152
book,90.00243249817562,576.047991806277
thesis,17.02748722938458,854.9272075499305
book_section,299.1972756020433,1754.1883093130439
article,8878.618341036245,6102.275221303679
