Category,Observed,Expected
2011-2020,9022.1357333982,5543.931523886165
2001-2010,878.1318414011188,3402.004535810959
1991-2000,97.29992702505474,780.5984344136366
1981-1990,2.4324981756263684,214.93891286853463
